Word	POS	NEG
thing	69	20
recur	0	3
mal	0	1
this	845	0
have	946	0
alarm	830	36
commercially	1	0
brief	0	4
may	16	0
not	680	259
read	121	0
lrb	291	0
both	20	7
larger	11	1
accurate	24	0
really	106	12
like	247	27
the	3144	0
much	73	0
good	161	0
after	82	28
even	88	0
nice	71	23
software	0	1
have	946	0
room	90	0
when	235	0
read	121	0
option	24	0
love	166	0
detest	0	1
not	680	252
the	3144	0
clock	1098	261
same	34	26
atomic	39	5
finally	23	0
bonus	10	0
they	178	10
look	133	63
sleep	116	0
pile	0	1
know	49	0
color	40	2
and	1484	0
for	807	0
buzzer	10	0
the	3144	379
turn	111	0
pure	1	0
share	2	0
large	67	1
learn	9	3
the	3144	0
cpap	1	0
the	3144	782
set	282	0
house	23	0
have	946	237
maybe	19	0
stand	36	0
loop	6	14
piece	13	19
the	3144	21
morning	66	16
wear	9	0
this	845	0
nightstand	13	0
little	122	0
clock	1098	0
lemon	1	4
temperature	20	0
have	946	104
seperate	3	0
this	845	0
minute	90	6
other	130	20
other	130	0
huge	16	1
lrb	291	0
that	642	0
there	117	0
that	642	0
return	0	47
neighbor	7	0
con	15	0
turn	111	0
something	41	22
that	642	0
sleep	116	5
that	642	81
light	263	60
alarm	830	0
need	124	0
con	15	3
the	3144	305
wind	9	0
wwv	0	1
feel	20	17
adjustable	15	0
once	31	10
alarm	830	0
you	682	0
even	88	0
clock	1098	0
that	642	148
very	273	85
they	178	0
this	845	0
sleep	116	0
plesant	1	0
this	845	0
compound	0	1
realistic	5	2
harder	4	0
very	273	0
this	845	169
overall	23	0
plus	25	0
nicer	1	0
but	349	105
comment	12	0
for	807	0
would	206	16
make	153	0
that	642	109
hit	26	6
who	86	0
almost	20	4
however	50	0
end	18	1
the	3144	0
day	85	25
and	1484	0
wake	237	0
ugly	2	1
bother	12	2
regard	1	1
adjust	32	0
only	186	0
etc	25	0
take	71	0
the	3144	0
backlight	22	16
light	263	0
cute	19	0
alarm	830	315
the	3144	0
the	3144	1235
turn	111	32
like	247	0
splittingly	1	0
perfectly	19	0
and	1484	425
you	682	189
too	119	0
for	807	0
alarm	830	0
require	13	1
weak	3	6
for	807	54
the	3144	39
this	845	0
people	32	0
well	106	0
pragmatic	0	1
out	146	50
the	3144	0
force	6	0
really	106	3
tone	17	0
bed	59	0
will	121	0
find	122	0
reception	6	5
single	8	0
from	136	7
clock	1098	474
into	18	0
the	3144	1098
clock	1098	3
include	23	0
dial	32	0
notice	9	11
work	206	106
suitcase	7	3
for	807	0
fold	24	0
sudden	3	0
read	121	25
love	166	0
work	206	0
however	50	21
rather	12	0
down	45	9
can	296	47
guy	8	0
baba	2	0
initial	4	2
unexpectedly	1	0
vibrator	7	0
kitchen	5	3
good	161	0
like	247	0
well	106	0
because	76	16
work	206	100
nature	10	14
house	23	0
buy	167	93
you	682	0
portable	7	2
niece	2	0
tear	1	0
gosh	0	1
and	1484	189
discordant	1	0
set	282	0
much	73	6
more	117	0
till	3	2
alarm	830	143
angle	7	2
easy	241	0
easily	54	0
move	16	0
fred	1	0
oct	0	1
few	51	27
only	186	0
make	153	8
life	9	0
warn	4	1
clock	1098	390
clock	1098	0
you	682	0
permanently	3	1
display	151	0
and	1484	0
simple	63	0
operator	2	0
respond	1	0
that	642	278
travel	131	0
gear	2	0
worker	2	0
overall	23	0
this	845	0
great	204	0
clock	1098	95
lucky	2	0
clock	1098	267
time	500	0
not	680	0
another	66	23
task	0	1
you	682	105
line	4	3
when	235	0
year	146	34
year	146	0
foot	9	0
make	153	61
now	78	21
can	296	40
too	119	0
rrb	335	0
alarm	830	0
have	946	337
read	121	0
unlikely	1	0
too	119	0
well	106	5
even	88	3
follow	8	1
the	3144	616
start	30	9
wake	237	0
destination	3	0
from	136	8
sound	249	63
search	18	0
old	71	3
soft	18	1
color	40	5
never	36	18
hold	17	0
which	145	0
have	946	0
the	3144	347
set	282	76
very	273	0
just	183	0
the	3144	0
have	946	0
cannibalize	1	0
even	88	37
call	12	2
off	188	25
see	144	43
stamp	1	0
led	16	0
notice	0	4
tiny	11	0
over	63	0
not	680	290
notice	9	12
you	682	0
airport	1	0
easy	241	0
still	69	24
needless	3	1
clock	1098	205
hour	54	32
need	124	22
that	642	211
and	1484	0
really	106	17
for	807	329
the	3144	0
almost	20	7
clock	1098	0
and	1484	0
hold	17	0
though	32	21
usually	15	0
clock	1098	0
life	9	0
see	144	44
son	28	1
model	24	8
its	81	0
analog	11	12
enough	98	0
sound	249	18
one	315	0
experience	7	1
this	845	0
all	157	39
humming	0	4
each	27	0
this	845	0
this	845	309
this	845	93
son	28	0
although	14	4
great	204	0
have	946	78
find	122	0
not	680	372
innocuous	2	0
can	296	76
recommend	69	0
not	680	119
you	682	68
the	3144	0
lrb	291	0
about	121	45
pink	18	0
three	25	0
this	845	425
brain	2	0
button	166	52
you	682	53
small	93	0
that	642	0
time	500	0
really	106	0
this	845	335
get	222	0
day	85	0
cute	19	8
way	40	20
that	642	0
not	680	50
love	166	0
day	85	35
picture	17	1
because	76	2
sunrise	16	0
the	3144	797
what	124	0
some	74	0
great	204	0
member	2	0
automatic	0	2
she	147	0
good	161	0
city	6	1
make	153	0
and	1484	0
you	682	6
and	1484	0
fit	20	0
fine	46	17
have	946	363
seconds	27	13
stern	1	0
own	29	0
alarm	830	0
use	278	0
star	64	0
set	282	0
have	946	0
each	27	0
one	315	0
toothbrush	1	0
when	235	0
reception	6	4
rrb	335	0
during	18	0
the	3144	527
the	3144	377
have	946	318
see	144	16
this	845	0
and	1484	524
cheaper	5	0
backup	26	0
shoddily	0	2
make	153	47
have	946	0
long	32	12
and	1484	0
flowing	0	1
this	845	0
the	3144	1414
absolutley	3	0
great	204	0
sunrise	16	5
product	86	73
business	5	0
star	64	0
and	1484	420
good	161	0
face	41	9
what	124	0
reviewer	22	2
for	807	46
can	296	0
initiate	0	1
experience	7	2
perfectly	19	0
buy	167	0
night	134	29
numeral	9	0
brighter	4	5
clock	1098	0
handy	14	0
set	282	26
follow	8	0
fix	5	7
tone	17	0
send	8	19
work	206	131
purchase	85	4
you	682	0
less	23	15
alarm	830	123
power	75	15
will	121	22
star	64	0
current	8	1
fancy	7	0
more	117	0
deliver	2	0
easy	241	0
light	263	120
son	28	0
big	48	6
will	121	23
love	166	0
brilliantly	1	0
the	3144	415
trooper	8	0
think	68	27
need	124	37
equal	1	0
when	235	0
rrb	335	0
not	680	422
also	127	0
special	5	0
easy	241	0
you	682	0
look	133	61
otherwise	14	0
not	680	0
the	3144	0
last	36	7
many	46	0
radio	99	33
amazing	9	0
there	117	0
good	161	0
that	642	66
you	682	0
significant	0	1
this	845	229
have	946	0
also	127	3
the	3144	0
simple	63	0
atomic	39	0
other	130	14
you	682	262
the	3144	702
have	946	0
lamp	0	2
grant	1	1
important	9	0
travelmate	3	0
escalate	1	0
with	392	31
and	1484	0
atomic	39	0
bar	8	0
really	106	29
this	845	0
give	58	0
seconds	27	0
have	946	0
used	1	3
condition	8	0
welcome	2	0
alarm	830	0
stormtrooper	5	0
clear	24	1
drawback	6	0
portable	7	1
not	680	395
potential	5	2
soleil	5	3
the	3144	0
foster	1	0
alarm	830	0
corner	3	0
and	1484	111
have	946	0
hum	0	10
choose	24	2
easy	241	0
scanner	3	0
something	41	14
real	19	0
easy	241	0
light	263	49
rrb	335	0
hear	43	0
feature	117	0
have	946	55
than	108	0
just	183	0
gonna	0	1
use	278	38
clock	1098	0
for	807	0
that	642	257
seldom	1	1
led	16	0
thermal	0	1
every	38	20
good	161	32
plug	37	0
the	3144	0
out	146	39
the	3144	158
time	500	0
original	7	1
button	166	46
overall	23	0
for	807	100
before	35	0
horrible	7	6
all	157	0
two	77	0
you	682	0
easy	241	0
glow	20	0
attractive	10	0
always	29	10
one	315	0
perfect	69	0
rrb	335	0
before	35	0
would	206	0
that	642	230
good	161	0
the	3144	679
bed	59	0
work	206	123
start	30	0
grandson	2	0
the	3144	0
temperature	20	0
sad	0	1
and	1484	0
the	3144	1669
progressively	3	2
set	282	75
light	263	0
easy	241	0
electrical	5	0
flaw	0	9
durable	12	0
feature	117	0
the	3144	0
the	3144	148
reliability	3	1
work	206	144
the	3144	0
battery	180	16
and	1484	483
when	235	0
easily	54	0
electricity	4	1
the	3144	0
that	642	274
back	98	36
able	31	0
clock	1098	68
nap	29	0
look	133	25
have	946	0
travel	131	0
sit	19	2
easier	20	0
crescendo	2	0
and	1484	0
she	147	0
loud	108	0
you	682	0
dry	3	0
backlight	22	14
stock	5	0
beautiful	4	0
morning	66	8
old	71	0
the	3144	796
within	9	16
procrastinate	1	0
face	41	24
would	206	95
clock	1098	199
button	166	20
clock	1098	0
this	845	134
radio	99	0
literally	6	1
this	845	0
the	3144	0
the	3144	0
sound	249	81
bring	6	0
when	235	0
use	278	0
bottomline	0	1
need	124	0
not	680	0
digital	43	14
text	1	0
could	72	33
charger	1	0
brightness	29	0
remove	4	0
down	45	21
pet	2	0
can	296	0
lcd	20	0
return	0	47
work	206	0
combination	5	0
now	78	0
complaint	22	0
and	1484	0
stay	11	7
turn	111	29
come	58	0
just	183	38
noise	0	7
housing	3	0
good	161	0
have	946	0
gift	20	14
the	3144	659
often	17	0
have	946	76
and	1484	0
napfunction	1	0
grouping	1	0
for	807	0
any	61	0
this	845	384
with	392	0
knob	7	0
after	82	0
have	946	101
the	3144	0
heavy	15	4
display	151	47
who	86	0
the	3144	0
clock	1098	0
only	186	48
two	77	0
for	807	0
alarm	830	0
time	500	46
for	807	0
the	3144	160
down	45	0
possible	5	1
the	3144	949
power	75	0
with	392	0
receieve	0	2
tranquil	1	0
not	680	281
use	278	0
die	14	0
way	40	13
the	3144	0
disappointing	4	3
feature	117	0
flight	5	0
you	682	0
out	146	0
light	263	0
that	642	0
buy	167	42
not	680	394
stylus	1	0
yes	15	0
what	124	27
living	7	0
have	946	0
however	50	7
plate	2	0
machine	27	0
shut	11	0
rainbow	4	0
quality	30	36
see	144	41
one	315	0
come	58	8
this	845	0
image	12	1
use	278	0
recommend	69	0
doubt	4	0
will	121	33
the	3144	0
bigger	14	0
loud	108	17
sound	249	40
readable	13	0
have	946	368
perfectly	19	4
the	3144	0
set	282	0
living	7	0
you	682	0
clock	1098	0
that	642	169
but	349	112
everything	23	3
even	88	0
only	186	0
time	500	112
care	5	4
great	204	0
lrb	291	114
prefer	16	0
nightstand	13	2
the	3144	1032
push	29	0
this	845	287
factor	4	0
this	845	296
have	946	165
alarm	830	194
and	1484	0
and	1484	207
the	3144	0
and	1484	0
feature	117	0
lrb	291	0
morning	66	15
this	845	415
not	680	358
everything	23	0
and	1484	0
you	682	56
this	845	66
not	680	172
lrb	291	0
hear	43	17
what	124	19
more	117	21
for	807	138
couple	22	7
the	3144	0
have	946	0
that	642	0
upgrade	0	1
enough	98	8
can	296	101
clock	1098	0
consistently	2	1
dial	32	0
the	3144	11
one	315	109
keep	71	0
small	93	10
sound	249	23
and	1484	27
lrb	291	0
most	41	8
one	315	0
currently	5	0
white	14	20
even	88	41
different	53	18
new	39	5
amazon	31	39
the	3144	0
realistic	5	0
counter	0	1
night	134	0
have	946	0
especially	25	0
this	845	0
for	807	0
when	235	22
need	124	40
know	49	0
the	3144	1691
side	30	6
skyscan	1	1
best	49	0
clock	1098	212
the	3144	0
santa	0	1
amazon	0	8
snooze	121	0
the	3144	0
rural	1	0
etc	25	0
versatility	2	0
press	39	0
fast	8	2
product	86	12
telephone	0	1
emit	4	0
and	1484	0
chime	18	0
definition	0	1
and	1484	557
and	1484	0
easy	241	0
price	67	0
thing	69	6
guy	8	0
clock	1098	0
vibrate	17	0
mine	25	0
use	278	37
feature	117	13
not	680	0
complicated	5	0
would	206	69
other	130	0
the	3144	0
out	146	0
time	500	77
unique	6	0
wrong	0	3
make	153	74
available	11	0
clarify	1	0
that	642	306
soundly	4	0
bake	1	0
radio	99	0
not	680	0
housing	3	0
make	153	0
cruise	2	0
not	680	308
night	134	0
and	1484	0
other	130	36
instead	23	0
wife	22	0
scream	2	1
have	946	32
the	3144	0
dvd	0	1
color	40	0
good	161	0
etc	25	0
oceanside	2	0
you	682	222
but	349	175
set	282	0
term	0	2
but	349	0
have	946	0
you	682	0
find	122	0
button	166	0
easily	54	0
garbage	0	2
anyone	25	0
camper	3	1
setting	73	3
loud	108	0
down	45	10
lrb	291	0
reside	2	0
can	296	0
background	7	1
display	151	0
not	680	199
minor	6	0
battery	180	0
time	500	0
time	500	209
strong	4	0
power	75	0
result	5	0
easy	241	0
take	71	0
several	33	0
off	188	0
two	77	0
alarm	830	0
for	807	86
higher	8	2
rain	12	0
have	946	143
knock	10	0
not	680	0
for	807	0
like	247	0
alarm	830	0
have	946	0
the	3144	0
reliable	18	0
the	3144	0
horn	2	1
pleasant	12	0
but	349	0
feature	117	0
put	45	0
basically	6	0
the	3144	1662
clock	1098	0
fold	24	2
gadget	2	0
you	682	0
room	90	0
certain	7	0
month	39	40
band	5	0
sound	249	74
clock	1098	0
and	1484	0
little	122	0
area	9	0
then	57	17
much	73	16
really	106	18
try	39	37
readout	3	1
clip	0	6
very	273	0
lrb	291	64
for	807	43
keep	71	42
and	1484	0
not	680	512
sure	35	2
tell	28	11
weight	0	5
function	36	0
there	117	2
cheap	0	27
enough	98	0
lowest	0	4
red	30	0
shopping	3	0
the	3144	1107
fumble	8	0
the	3144	1252
three	25	0
that	642	32
push	29	0
much	73	0
high	20	0
rrb	335	0
that	642	0
and	1484	0
with	392	0
keep	71	0
perfectly	19	0
damn	0	2
the	3144	1332
itself	36	12
and	1484	0
the	3144	633
jiffy	1	0
very	273	73
press	39	12
even	88	0
can	296	36
that	642	28
first	56	20
for	807	0
not	680	296
and	1484	582
room	90	28
even	88	22
booey	2	0
real	19	0
bear	2	1
that	642	0
the	3144	561
dreadful	1	0
very	273	0
the	3144	0
that	642	0
light	263	117
reliably	0	1
wish	19	15
clock	1098	213
there	117	14
soother	0	12
the	3144	118
bedside	22	0
time	500	186
room	90	2
night	134	0
size	47	0
sound	249	41
digital	43	22
surprise	8	0
try	39	34
enough	98	0
after	82	40
you	682	62
everything	23	2
larger	11	0
have	946	0
think	68	16
point	10	3
edit	0	1
place	17	2
city	6	0
with	392	0
you	682	234
rrb	335	0
this	845	173
may	16	8
over	63	0
you	682	147
bit	39	1
alarm	830	301
lrb	291	117
actually	28	22
and	1484	311
travel	131	2
nap	29	0
simple	63	0
they	178	0
crystal	4	0
few	51	0
digit	9	0
leg	9	0
for	807	244
soon	4	5
distance	13	0
with	392	0
and	1484	0
and	1484	0
day	85	53
button	166	23
buy	167	0
have	946	0
who	86	0
room	90	4
sweden	2	0
dozen	0	1
who	86	0
the	3144	329
different	53	8
projection	10	1
the	3144	272
few	51	0
just	183	7
help	24	0
must	17	9
about	121	12
love	166	0
and	1484	0
when	235	0
rrb	335	106
wire	8	0
and	1484	143
placement	3	0
yellow	5	0
have	946	192
progressive	2	0
for	807	0
house	23	0
work	206	24
good	161	0
and	1484	0
for	807	0
who	86	0
time	500	0
and	1484	0
and	1484	0
purpose	13	9
use	278	0
dial	32	0
clock	1098	0
myriad	1	0
face	41	0
great	204	0
order	46	20
large	67	0
with	392	90
for	807	0
than	108	43
disc	1	1
nap	29	0
sound	249	48
need	124	0
help	24	8
easy	241	0
sturdy	12	0
volume	55	0
reveal	2	0
look	133	0
refund	0	9
receive	28	12
small	93	0
and	1484	0
sound	249	0
month	0	8
seagull	7	0
energizer	1	0
time	500	0
which	145	0
diffieculy	0	1
condition	8	0
precise	2	0
body	0	1
die	14	7
blue	21	0
separate	11	0
store	17	1
entire	11	5
feature	117	14
definitely	23	2
clock	1098	29
few	51	10
barely	0	7
have	946	255
around	22	2
that	642	131
for	807	103
and	1484	583
bonus	10	0
expensive	16	0
have	946	0
nudge	3	0
find	122	12
nor	3	1
have	946	0
would	206	140
little	122	8
and	1484	0
about	121	0
very	273	0
entirely	0	1
world	10	0
insta	4	0
would	206	137
the	3144	335
basis	0	3
review	48	38
have	946	152
this	845	0
focus	0	5
very	273	0
the	3144	0
and	1484	561
light	263	0
the	3144	1356
for	807	0
rrb	335	0
have	946	187
have	946	0
but	349	0
and	1484	0
mine	25	0
want	111	0
worship	1	0
good	161	0
stop	0	36
you	682	0
the	3144	0
money	20	19
can	296	14
alarm	830	29
definitely	23	6
appliance	1	1
out	146	0
like	247	34
and	1484	38
more	117	0
that	642	291
intelligence	0	1
world	10	0
sturdy	12	0
and	1484	0
thing	69	18
not	680	414
for	807	0
off	188	0
work	206	104
see	144	9
want	111	34
easy	241	0
easier	20	0
keep	71	7
for	807	81
tape	14	0
the	3144	0
only	186	40
you	682	79
still	69	3
suppose	9	0
get	222	0
read	121	41
trust	6	0
work	206	155
sturdy	12	0
embarrass	0	1
find	122	0
small	93	0
like	247	3
minute	90	32
with	392	0
clock	1098	109
off	188	20
who	86	18
long	32	4
tuned	0	1
right	50	20
the	3144	0
also	127	53
the	3144	531
because	76	27
pepto	1	0
they	178	58
whistle	6	0
see	144	0
use	278	19
wobbly	1	0
still	69	0
work	206	0
this	845	329
star	64	0
that	642	0
alarm	830	77
and	1484	0
shed	0	1
without	52	0
the	3144	0
few	51	33
feel	20	7
lrb	291	43
enough	98	0
temperature	20	0
not	680	299
and	1484	0
other	130	0
siren	2	0
not	680	443
set	282	46
and	1484	0
clock	1098	102
though	32	7
not	680	129
apart	0	2
the	3144	0
look	133	0
than	108	0
quality	30	7
very	273	0
relaxing	3	3
surge	1	0
price	67	0
stupid	3	0
visual	3	0
under	24	0
cumbersome	1	0
both	20	5
work	206	35
clock	1098	0
free	8	0
clock	1098	0
picture	17	15
and	1484	0
sleep	116	0
when	235	57
happen	7	8
and	1484	68
this	845	0
loud	108	16
someone	14	1
too	119	0
alarm	830	0
not	680	425
model	24	7
reliable	18	0
for	807	0
wish	19	10
rrb	335	0
that	642	0
can	296	0
best	49	0
idea	11	3
forget	15	1
say	76	23
but	349	225
some	74	0
clock	1098	242
the	3144	1619
light	263	114
guest	7	0
alarm	830	112
from	136	60
problem	72	46
she	147	0
put	45	18
equitytime	1	0
know	49	0
right	50	14
backup	26	0
digital	43	7
change	69	0
unplugged	2	0
convenient	9	0
come	58	9
not	680	140
want	111	0
but	349	93
she	147	0
make	153	0
wake	237	0
better	41	0
christmas	15	5
and	1484	0
eventually	3	0
tech	1	0
review	48	33
for	807	0
one	315	0
bright	85	38
hunny	0	1
small	93	0
this	845	257
there	117	0
much	73	3
credit	0	2
just	183	0
one	315	95
find	122	38
average	0	1
large	67	0
boom	15	0
buy	167	81
that	642	159
function	36	5
cheap	23	49
amazing	9	1
this	845	119
loud	108	18
with	392	0
something	41	23
product	86	2
these	55	0
weigh	4	0
great	204	0
you	682	0
clock	1098	0
with	392	114
then	57	21
enough	98	0
can	296	89
feature	117	10
child	12	0
tuner	2	10
the	3144	1617
this	845	0
with	392	0
the	3144	9
lrb	291	47
recommend	69	0
seagull	7	0
shower	0	5
fact	24	5
work	206	40
want	111	0
always	29	4
operator	2	0
production	2	0
time	500	0
clock	1098	254
obvious	2	5
six	4	5
asleep	15	6
night	134	0
clock	1098	0
year	146	0
the	3144	0
meyers	1	0
back	98	48
bird	14	7
clock	1098	0
sound	249	164
power	75	0
now	78	16
because	76	5
backlight	22	9
for	807	0
the	3144	0
very	273	50
wake	237	0
just	183	0
think	68	0
find	122	31
disappointed	3	10
could	72	49
credentials	1	0
radio	99	31
upside	2	3
lie	5	1
half	15	2
they	178	0
the	3144	145
out	146	48
display	151	0
clock	1098	0
back	98	52
not	680	89
the	3144	0
could	72	24
least	6	12
much	73	26
sound	249	97
this	845	154
based	1	0
consider	12	0
about	121	0
and	1484	0
wars	21	0
morning	66	0
quality	30	18
the	3144	0
between	17	0
find	122	23
can	296	0
under	24	0
clock	1098	0
this	845	402
see	144	59
with	392	42
aaa	13	0
middle	16	0
hard	36	0
can	296	0
the	3144	0
the	3144	0
loop	0	8
bed	59	0
cause	7	1
job	29	0
good	161	0
time	500	0
and	1484	110
attractive	10	0
really	106	11
none	0	2
recommend	69	0
house	23	0
sleep	116	30
set	282	0
power	75	0
great	204	31
that	642	212
install	3	0
the	3144	684
see	144	0
for	807	57
like	247	69
great	204	0
clock	1098	0
thing	69	37
choose	24	0
have	946	0
buy	167	34
programming	6	0
kindergarten	2	0
favorite	14	0
what	124	0
realize	8	8
stand	36	4
feature	117	0
never	36	17
correct	28	0
there	117	28
the	3144	0
stop	0	36
amazon	31	36
though	32	23
buy	167	79
love	166	0
you	682	2
setting	73	0
you	682	0
set	282	0
credit	0	2
when	235	0
they	178	0
off	188	0
this	845	0
have	946	0
clock	1098	0
bigger	14	0
first	56	45
still	69	13
format	3	0
the	3144	509
with	392	136
higher	8	0
sheet	2	0
back	98	1
set	282	0
rainbow	4	1
the	3144	107
need	124	6
the	3144	1461
low	22	0
example	0	3
high	20	0
know	49	0
look	133	6
not	680	187
and	1484	0
from	136	67
work	206	111
mother	6	0
there	117	39
nightstand	13	0
lrb	291	0
small	93	0
perhaps	3	2
would	206	23
for	807	0
could	72	42
exactly	29	0
would	206	67
thing	69	40
travel	131	0
make	153	0
the	3144	1437
the	3144	0
accurate	24	0
well	106	0
automatically	26	0
doesnt	3	0
and	1484	0
and	1484	0
rather	12	5
brightness	29	2
get	222	0
most	41	0
sign	4	0
nice	71	0
the	3144	0
can	296	0
have	946	290
large	67	0
clock	1098	0
the	3144	585
skip	0	3
pay	8	18
end	18	9
styal	1	0
large	67	0
tosleep	1	0
perfect	69	0
include	23	0
the	3144	317
volume	55	2
now	78	28
problem	72	14
foot	9	0
the	3144	944
very	273	46
powered	3	0
alarm	830	1
replacement	15	10
very	273	93
clock	1098	139
decor	5	0
thing	69	0
setting	73	27
down	45	0
the	3144	0
time	500	0
who	86	0
reset	31	0
the	3144	1429
desire	0	3
ago	24	13
like	247	68
nice	71	0
you	682	64
merit	1	0
and	1484	216
able	31	10
annoying	27	0
feature	117	2
you	682	0
one	315	3
love	166	3
rainforest	6	1
cool	30	1
the	3144	577
through	42	21
relevant	1	0
wake	237	0
time	500	188
cricket	4	0
also	127	0
twice	12	5
pattern	1	3
this	845	0
sweep	2	2
chance	3	1
alarm	830	0
dial	32	0
night	134	47
rrb	335	0
either	13	8
lamp	9	3
dark	71	29
even	88	53
the	3144	1131
though	32	4
price	67	18
the	3144	520
sound	249	2
website	3	3
and	1484	0
the	3144	0
above	0	1
abysmal	0	1
must	17	1
for	807	0
and	1484	415
far	50	0
product	86	71
have	946	0
definitely	23	0
out	146	58
the	3144	0
the	3144	822
compact	29	0
display	151	25
contrary	2	0
time	500	135
dark	71	0
and	1484	0
display	151	41
sound	249	120
you	682	0
lrb	291	100
far	50	0
enough	98	0
hour	54	6
work	206	99
set	282	0
fig	1	0
cute	19	4
nyc	1	0
this	845	0
design	36	14
for	807	152
would	206	39
hurricane	1	0
ambien	1	0
alarm	830	0
alarm	830	89
bed	59	0
bought	4	0
well	106	0
appearance	0	1
alarm	830	101
different	53	0
especially	25	0
clock	1098	120
she	147	0
feel	20	10
get	222	0
battery	180	19
hand	39	15
have	946	54
cobalt	1	0
overall	23	0
perfect	69	0
try	0	5
not	680	341
for	807	0
but	349	0
while	39	0
manufacturer	6	0
adoring	1	0
small	93	31
thailand	1	0
that	642	0
you	682	0
ago	24	5
early	11	0
pick	13	0
with	392	0
the	3144	1420
down	45	19
look	133	0
you	682	75
the	3144	919
and	1484	0
only	186	0
anybody	3	0
time	500	0
interest	2	0
display	151	8
performance	3	0
good	161	0
twice	12	4
the	3144	366
clock	1098	0
that	642	184
company	13	0
check	21	4
temperamental	0	1
pitch	9	0
review	48	27
with	392	91
night	134	11
forward	11	0
light	263	157
not	680	0
room	90	0
this	845	333
power	75	5
display	151	0
she	147	0
clock	1098	0
second	28	24
loop	6	12
and	1484	0
this	845	0
middle	16	0
but	349	207
use	278	0
press	39	0
lightweight	16	0
lamp	9	5
well	106	0
large	67	0
way	0	4
cost	17	0
this	845	0
clock	1098	56
button	166	65
